Task ID,Type,Name,Status,Project,Context,Start Date,Due Date,Completion Date,Duration,Flagged,Notes
5.76,Action,2 曲线积分,,考研数学复习全书 · 数学一,Draft,,2018-08-11 15:00:00 +0000,2018-08-12 09:36:53 +0000,,0,
5.77,Action,二、对坐标的线积分,,考研数学复习全书 · 数学一,Draft,2018-08-12 07:20:00 +0000,,2018-08-12 09:36:50 +0000,84m,0,"15:20 -> 15:56
16:48 -> 17:36"
5.78,Action,重构 typora 主题 evernote.css 文件,,side_projects,JavaScript,2018-08-11 12:33:00 +0000,,2018-08-11 15:46:19 +0000,193m,0,
5.79,Action,"Stdin.java , Stdout.java",,Algorithm 4th Edition Review and Coding,Java,2018-08-11 09:25:00 +0000,,2018-08-11 10:15:02 +0000,50m,0,
5.80,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-11 09:11:57 +0000,20m,0,
5.81,Action,一、对弧长的线积分,,考研数学复习全书 · 数学一,Draft,,,2018-08-11 08:44:47 +0000,26m,0,16:18 -> 16:44
5.82,Action,由格林公式推导斯托克斯公式,,数学归纳总结,Safari,2018-08-11 06:45:00 +0000,,2018-08-11 07:28:09 +0000,43m,0,http://math.fudan.edu.cn/gdsx/JIAOAN/Green <http://math.fudan.edu.cn/gdsx/JIAOAN/Green%E5%85%AC%E5%BC%8F%E5%92%8CStokes%E5%85%AC%E5%BC%8F.pdf>公式和 <http://math.fudan.edu.cn/gdsx/JIAOAN/Green%E5%85%AC%E5%BC%8F%E5%92%8CStokes%E5%85%AC%E5%BC%8F.pdf>Stokes <http://math.fudan.edu.cn/gdsx/JIAOAN/Green%E5%85%AC%E5%BC%8F%E5%92%8CStokes%E5%85%AC%E5%BC%8F.pdf>公式 <http://math.fudan.edu.cn/gdsx/JIAOAN/Green%E5%85%AC%E5%BC%8F%E5%92%8CStokes%E5%85%AC%E5%BC%8F.pdf>.pdf <http://math.fudan.edu.cn/gdsx/JIAOAN/Green%E5%85%AC%E5%BC%8F%E5%92%8CStokes%E5%85%AC%E5%BC%8F.pdf>
5.83,Action,线积分，格林公式,,数学归纳总结,Safari,2018-08-11 05:30:00 +0000,,2018-08-11 06:10:34 +0000,40m,0,
5.84,Action,intelliJ 中使用 jar 文件 ?,,🤔 Issues,Safari,,,2018-08-11 03:00:29 +0000,3m,0,"在 module setting 里添加。
https://stackoverflow.com/questions/1051640/correct-way-to-add-external-jars-lib-jar-to-an-intellij-idea-project"
5.85,Action,intelliJ 无法运行带类似这种 “> data.txt” 参数的程序?,,🤔 Issues,Safari,,,2018-08-11 03:00:01 +0000,30m,0,好像只能在命令行运行
5.86,Action,1.1 Basic Programming Model,,Algorithm 4th Edition Review and Coding,Mac,,,2018-08-10 15:05:28 +0000,69m,0,"20:58 -> 21:31
22:29 -> 23:05"
5.87,Action,1 Fundamentals Q&A,,Algorithm 4th Edition Review and Coding,Mac,2018-08-10 12:25:00 +0000,,2018-08-10 12:45:00 +0000,20m,0,
5.88,Action,什么是表单序列化,,🤔 Issues,Safari,2018-08-10 12:02:00 +0000,,2018-08-10 12:03:07 +0000,2m,0,"https://stackoverflow.com/questions/11661187/form-serialize-javascript-no-framework

https://www.formget.com/javascript-serialize/"
5.89,Action,什么是 css 中的 matrix() ?,,🤔 Issues,Safari,,,2018-08-10 11:58:34 +0000,15m,0,"https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/matrix

https://www.zhangxinxu.com/wordpress/2012/06/css3-transform-matrix- <https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/matrix>矩阵 <https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/matrix>/ <https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/matrix>"
5.90,Action,1 重积分,,考研数学复习全书 · 数学一,Draft,,2018-08-10 15:00:00 +0000,2018-08-10 10:38:31 +0000,,0,
5.91,Action,六、三重积分的累次积分,,考研数学复习全书 · 数学一,Draft,2018-08-10 10:25:00 +0000,,2018-08-10 10:38:30 +0000,19m,0,
5.92,Action,五、计算三重积分,,考研数学复习全书 · 数学一,Draft,,,2018-08-10 10:25:14 +0000,55m,0,17:30 -> 18:25
5.93,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-10 08:26:20 +0000,20m,0,
5.94,Action,python 中 fileno 具体指什么？,,🤔 Issues,Safari,2018-08-10 07:08:00 +0000,,2018-08-10 07:37:43 +0000,29m,0,"https://stackoverflow.com/questions/32199552/what-is-sys-stdin-fileno-in-python

http://www.wikiwand.com/en/File_descriptor <https://stackoverflow.com/questions/32199552/what-is-sys-stdin-fileno-in-python>

https://stackoverflow.com/questions/5256599/what-are-file-descriptors-explained-in-simple-terms

要追溯到 unix 系统的 file descriptor"
5.95,Action,四、与二重积分有关的积分不等式问题,,考研数学复习全书 · 数学一,Draft,,,2018-08-10 06:40:32 +0000,22m,0,14:18 -> 14:40
5.96,Action,证明，函数存在跳跃间断点，原函数依然连续。,,🤔 Issues,Safari,2018-08-10 05:50:00 +0000,,2018-08-10 05:58:31 +0000,3m,0,跳跃间断点可写成分段函数。各积分后会有常数 C，通过调整 C 让原函数连续。
5.97,Action,三、与二重积分有关的综合题,,考研数学复习全书 · 数学一,Draft,2018-08-10 01:34:00 +0000,,2018-08-10 04:10:04 +0000,42m,0,"9:34 -> 9:53
11:47 -> 12:10"
5.98,Action,Wallis product - Wikipedia 以及关于 Wallis 公式的证明,,数学归纳总结,Safari,2018-08-10 01:53:00 +0000,,2018-08-10 02:19:07 +0000,26m,1,https://en.m.wikipedia.org/wiki/Wallis_product
5.99,Action,WebSocket 是什么？,,🤔 Issues,Safari,2018-08-09 15:10:00 +0000,,2018-08-09 15:20:00 +0000,10m,0,"http://www.wikiwand.com/en/WebSocket
https://www.maxcdn.com/one/visual-glossary/websocket/
https://medium.com/platform-engineer/web-api-design-35df8167460"
5.100,Action,sublimeREPL 中启动 Node 后，将 prompt 的 “>” 改为 “>>>”,,🤔 Issues,Safari,,,2018-08-09 14:44:59 +0000,5m,0,
5.101,Action,二、累次积分交换次序及计算,,考研数学复习全书 · 数学一,Draft,,,2018-08-09 13:19:52 +0000,51m,0,20:28 ->
5.102,Action,二重积分可以交换积分次序？,,🤔 Issues,Safari,,,2018-08-09 12:47:52 +0000,,0,是的，当然可以。
5.103,Action,一、计算二重积分,,考研数学复习全书 · 数学一,Draft,,,2018-08-09 12:26:44 +0000,100m,0,"15:52 -> 16:35
18:00 -> 18:29
19:58 -> 20:26"
5.104,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-09 08:54:47 +0000,20m,0,
5.105,Action,拉格朗日函数,,🤔 Issues,Safari,2018-08-09 02:43:00 +0000,,2018-08-09 03:02:11 +0000,19m,0,
5.106,Action,Chapter 2. Interacting with the Environment,,Java Cookbook - O’REILLY,Mac,,,2018-08-08 15:52:42 +0000,,0,
5.107,Action,全微分，可微定义式的推导,,🤔 Issues,Safari,2018-08-08 07:23:00 +0000,,2018-08-08 09:22:34 +0000,119m,0,"- 全微分与切平名
-  ρ 和弧微分"
5.108,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-08 08:54:00 +0000,20m,0,
5.109,Action,"Chapter 1. Getting Started: Compiling, Running, and Debugging",,Java Cookbook - O’REILLY,Mac,2018-08-07 10:30:00 +0000,,2018-08-07 15:48:43 +0000,111m,0,"18:30 -> 18:42
19:18 -> 19:29
22:20 -> 23:48"
5.110,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-07 09:55:49 +0000,20m,0,
5.111,Action,第五章 多元函数微分学,,考研数学复习全书 · 数学一,Draft,,,2018-08-07 06:35:27 +0000,,0,
5.112,Action,4 方向导数与梯度，多元微分在几何上的应用，泰勒定理,,考研数学复习全书 · 数学一,Draft,,2018-08-06 15:00:00 +0000,2018-08-07 06:35:12 +0000,,0,
5.113,Action,三、泰勒定理,,考研数学复习全书 · 数学一,Draft,,,2018-08-07 06:35:04 +0000,1m,0,
5.114,Action,二、有关曲面的切平面和曲线切线,,考研数学复习全书 · 数学一,Draft,2018-08-07 06:19:00 +0000,,2018-08-07 06:35:03 +0000,16m,0,
5.115,Action,一、有关方向导数与梯度,,考研数学复习全书 · 数学一,Draft,2018-08-07 05:58:00 +0000,,2018-08-07 06:19:53 +0000,21m,0,13:58
5.116,Action,3 极值与最值,,考研数学复习全书 · 数学一,Draft,,2018-08-05 15:00:00 +0000,2018-08-06 15:16:02 +0000,,0,
5.117,Action,三、多元函数的最值问题,,考研数学复习全书 · 数学一,Draft,,,2018-08-06 15:16:01 +0000,60m,0,22:16 ->
5.118,Action,二、条件极值最值问题,,考研数学复习全书 · 数学一,Draft,,,2018-08-06 14:15:44 +0000,7m,0,
5.119,Action,一、无条件极值问题,,考研数学复习全书 · 数学一,Draft,,,2018-08-06 14:08:28 +0000,50m,0,21:18 ->
5.120,Action,2 多元函数的微分法,,考研数学复习全书 · 数学一,Draft,,2018-08-05 15:00:00 +0000,2018-08-06 13:01:02 +0000,,0,
5.121,Action,二、求隐函数的偏导数与全微分,,考研数学复习全书 · 数学一,Draft,,,2018-08-06 13:01:01 +0000,107m,0,"18:32 -> 19:25
20:07 ->"
5.122,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-06 10:26:55 +0000,20m,0,
5.123,Action,一、求复合函数的偏导数与全微分,,考研数学复习全书 · 数学一,Draft,2018-08-05 13:37:00 +0000,,2018-08-05 15:22:19 +0000,105m,0,21:37 -> 23:22
5.124,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-05 12:28:52 +0000,20m,0,
5.125,Action,🔛开启 linux 子系统,,🌻 Life,Windows,,,2018-08-05 10:03:56 +0000,93m,0,
5.126,Action,1 多元函数的极限，连续，偏导数与全微分,,考研数学复习全书 · 数学一,Draft,,2018-08-05 15:00:00 +0000,2018-08-05 08:21:10 +0000,,0,
5.127,Action,三、讨论二元函数可微性,,考研数学复习全书 · 数学一,Draft,,,2018-08-05 08:21:08 +0000,50m,0,"15:22 -> 15:30
15:39 ->"
5.128,Action,二、讨论二元函数连续性，偏导数存在性,,考研数学复习全书 · 数学一,Draft,,,2018-08-05 06:55:15 +0000,5m,0,
5.129,Action,一、讨论二重极限,,考研数学复习全书 · 数学一,Draft,,,2018-08-05 06:50:31 +0000,17m,0,14:33 -> 14:50
5.130,Action,第四章 向量代数与空间解析几何,,考研数学复习全书 · 数学一,Draft,,,2018-08-04 12:42:21 +0000,,0,
5.131,Action,3 空间曲面与曲线,,考研数学复习全书 · 数学一,Draft,,2018-08-04 15:00:00 +0000,2018-08-04 12:42:11 +0000,,0,
5.132,Action,三、建立空间曲线的投影曲线方程,,考研数学复习全书 · 数学一,Draft,,2018-08-04 15:00:00 +0000,2018-08-04 12:42:10 +0000,8m,0,
5.133,Action,二、建立旋转面方程,,考研数学复习全书 · 数学一,Draft,,2018-08-04 15:00:00 +0000,2018-08-04 12:34:53 +0000,13m,0,
5.134,Action,一、建立柱面方程,,考研数学复习全书 · 数学一,Draft,,2018-08-04 15:00:00 +0000,2018-08-04 12:21:23 +0000,11m,0,20:10 -> 20:21
5.135,Action,2 平面与直线,,考研数学复习全书 · 数学一,Draft,,2018-08-04 15:00:00 +0000,2018-08-04 11:58:34 +0000,,0,
5.136,Action,三、与平面与直线间的位置关系有关的问题,,考研数学复习全书 · 数学一,Draft,,,2018-08-04 11:58:34 +0000,44m,0,19:14
5.137,Action,二、建立直线方程,,考研数学复习全书 · 数学一,Draft,,,2018-08-04 10:18:02 +0000,17m,0,18:01 -> 18:18
5.138,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-04 09:57:43 +0000,20m,0,
5.139,Action,一、建立平面方程,,考研数学复习全书 · 数学一,Draft,,,2018-08-04 04:15:14 +0000,17m,0,11:48 -> 12:15
5.140,Action,1 向量代数,,考研数学复习全书 · 数学一,Draft,,2018-08-04 15:00:00 +0000,2018-08-04 02:06:41 +0000,,0,
5.141,Action,二、向量运算的应用及向量的位置关系,,考研数学复习全书 · 数学一,Draft,,,2018-08-04 02:05:00 +0000,6m,0,9:59 -> 10:05
5.142,Action,一、向量的运算,,考研数学复习全书 · 数学一,Draft,,,2018-08-04 01:58:00 +0000,9m,0,9:49 -> 9:58
5.143,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-03 12:02:01 +0000,20m,0,
5.144,Action,第三章 一元函数积分学,,考研数学复习全书 · 数学一,Draft,,,2018-08-03 06:43:00 +0000,,0,
5.145,Action,5 定积分的证明题,,考研数学复习全书 · 数学一,Draft,,2018-08-03 15:00:00 +0000,2018-08-03 06:40:04 +0000,,0,
5.146,Action,四、零点问题,,考研数学复习全书 · 数学一,Draft,2018-08-03 06:19:00 +0000,2018-08-03 15:00:00 +0000,2018-08-03 06:40:00 +0000,21m,0,
5.147,Action,三、积分不等式的证明,,考研数学复习全书 · 数学一,Draft,,2018-08-03 15:00:00 +0000,2018-08-03 06:19:27 +0000,57m,0,"12:49 -> 13:01
13:34 ->"
5.148,Action,二、由积分定义的函数求极限,,考研数学复习全书 · 数学一,Draft,,2018-08-03 15:00:00 +0000,2018-08-03 03:13:24 +0000,27m,0,
5.149,Action,一、讨论变限积分所定义的函数的额奇偶性，周期性，极值，单调性,,考研数学复习全书 · 数学一,Draft,2018-08-03 02:28:00 +0000,2018-08-03 15:00:00 +0000,2018-08-03 02:46:58 +0000,18m,0,
5.150,Action,二、物理应用,,考研数学复习全书 · 数学一,Draft,2018-08-03 01:30:00 +0000,,2018-08-03 02:28:00 +0000,58m,0,
5.151,Action,4 定积分的应用,,考研数学复习全书 · 数学一,Draft,,2018-08-03 15:00:00 +0000,2018-08-03 02:28:00 +0000,,0,
5.152,Action,二、物理应用 | cont.,,考研数学复习全书 · 数学一,Draft,2018-08-02 15:10:00 +0000,2018-08-03 15:00:00 +0000,2018-08-02 15:38:00 +0000,28m,0,
5.153,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-02 13:18:47 +0000,20m,0,
5.154,Action,一、几何应用,,考研数学复习全书 · 数学一,Draft,2018-08-02 08:25:00 +0000,2018-08-02 15:00:00 +0000,2018-08-02 09:01:04 +0000,36m,0,
5.155,Action,3 反常积分及其计算,,考研数学复习全书 · 数学一,Draft,,2018-08-02 15:00:00 +0000,2018-08-02 08:08:22 +0000,,0,
5.156,Action,二、关于奇偶函数的反常积分,,考研数学复习全书 · 数学一,Draft,2018-08-02 08:00:00 +0000,2018-08-02 15:00:00 +0000,2018-08-02 08:08:21 +0000,8m,0,
5.157,Action,一、反常积分的计算与反常积分的敛散性,,考研数学复习全书 · 数学一,Draft,2018-08-02 07:30:00 +0000,2018-08-02 15:00:00 +0000,2018-08-02 08:01:47 +0000,31m,0,
5.158,Action,2 不定积分与定积分的计算,,考研数学复习全书 · 数学一,Draft,,2018-08-01 15:00:00 +0000,2018-08-01 13:17:59 +0000,,0,
5.159,Action,八、积分计算杂例,,考研数学复习全书 · 数学一,Draft,2018-08-01 12:48:00 +0000,2018-08-01 15:00:00 +0000,2018-08-01 13:17:58 +0000,29m,0,
5.160,Action,七、含参变量带绝对值的定积分,,考研数学复习全书 · 数学一,Draft,2018-08-01 12:40:00 +0000,2018-08-01 15:00:00 +0000,2018-08-01 12:48:01 +0000,8m,0,
5.161,Action,六、对称区间的定积分，周期函数的定积分,,考研数学复习全书 · 数学一,Draft,2018-08-01 12:20:00 +0000,2018-08-01 15:00:00 +0000,2018-08-01 12:40:36 +0000,20m,0,
5.162,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-01 10:33:06 +0000,20m,0,
5.163,Action,五、被积函数含有导数或变限函数的积分,,考研数学复习全书 · 数学一,Draft,2018-08-01 09:55:00 +0000,,2018-08-01 10:14:17 +0000,19m,0,
5.164,Action,四、两种不同类型的函数相乘积分,,考研数学复习全书 · 数学一,Draft,2018-08-01 07:45:00 +0000,,2018-08-01 07:50:46 +0000,5m,0,
5.165,Action,三、简单无理式积分,,考研数学复习全书 · 数学一,Draft,2018-08-01 07:15:00 +0000,,2018-08-01 07:29:42 +0000,14m,0,
5.166,Action,二、三角函数的有理分式积分,,考研数学复习全书 · 数学一,Draft,2018-08-01 07:00:00 +0000,,2018-08-01 07:16:42 +0000,16m,0,
5.167,Action,一、简单有理分式积分,,考研数学复习全书 · 数学一,Draft,2018-08-01 06:55:00 +0000,,2018-08-01 06:59:53 +0000,24m,0,
5.168,Action,为什么保证定积分存在，不一定保证原函数存在？二者区别？,,🤔 Issues,Safari,,,2018-08-01 02:44:41 +0000,40m,0,黎曼函数可积但无原函数
5.169,Action,1 不定积分与定积分的概念、性质、理论,,考研数学复习全书 · 数学一,Draft,,2018-08-01 15:00:00 +0000,2018-08-01 01:51:46 +0000,,0,
5.170,Action,三、奇偶函数，周期函数的原函数和变限积分,,考研数学复习全书 · 数学一,Draft,2018-08-01 01:30:00 +0000,,2018-08-01 01:51:44 +0000,21m,0,
5.171,Action,二、定积分与原函数的存在性,,考研数学复习全书 · 数学一,Draft,2018-08-01 01:25:00 +0000,,2018-08-01 01:31:04 +0000,6m,0,
5.172,Action,一、分段函数的不定积分和定积分,,考研数学复习全书 · 数学一,Draft,2018-08-01 01:10:00 +0000,,2018-08-01 01:22:15 +0000,12m,0,
5.173,Action,7kyu | Broken sequence,,codewars.com,Java,2018-07-31 14:46:22 +0000,,2018-07-31 15:38:36 +0000,52m,0,Train: Broken sequence | Codewars <https://www.codewars.com/kata/5512e5662b34d88e44000060/train/java>
5.174,Action,第二章 一元函数微分学,,考研数学复习全书 · 数学一,Draft,,,2018-07-31 11:30:08 +0000,,0,
5.175,Action,3 中值定理、不等式与零点问题,,考研数学复习全书 · 数学一,Draft,2018-06-24 16:00:00 +0000,2018-07-31 15:00:00 +0000,2018-07-31 11:29:56 +0000,,0,
5.176,Action,八、利用中值定理求极限、f’(x) 与 f(x) 的一些极限性质关系,,考研数学复习全书 · 数学一,Draft,,,2018-07-31 11:29:54 +0000,16m,0,
5.177,Action,七、证明存在某 ξ 满足不等式,,考研数学复习全书 · 数学一,Draft,2018-07-31 11:05:00 +0000,,2018-07-31 11:13:54 +0000,8m,0,
5.178,Action,六、零点个数问题,,考研数学复习全书 · 数学一,Draft,2018-07-31 09:55:00 +0000,,2018-07-31 10:14:35 +0000,19m,0,
5.179,Action,Elevate app 训练,,🐚 English,iOS,,,2018-07-31 09:29:06 +0000,20m,0,
5.180,Action,五、双中值问题,,考研数学复习全书 · 数学一,Draft,2018-07-31 08:57:00 +0000,,2018-07-31 09:07:00 +0000,10m,0,
5.181,Action,"四、复合函数 ψ(x, f(x), f’(x), f”(x)) 的零点",,考研数学复习全书 · 数学一,Draft,2018-07-31 08:52:00 +0000,,2018-07-31 08:57:50 +0000,5m,0,
5.182,Action,"三、复合函数 ψ(x, f(x), f’(x)) 的零点",,考研数学复习全书 · 数学一,Draft,2018-07-31 08:10:00 +0000,,2018-07-31 08:21:32 +0000,11m,0,
5.183,Action,例9，例10，例11，例12,,考研数学复习全书 · 数学一,Draft,,,2018-07-31 07:52:16 +0000,10m,0,"- 构造函数
- 罗尔中值定理"
5.184,Action,为什么连续条件都是在闭区间，可导条件都是在开区间？,,🤔 Issues,Safari,2018-07-31 07:47:00 +0000,,2018-07-31 07:47:55 +0000,2m,0,闭区间连续，开区间可导 <www.maixj.net/misc/lianxu-kedao-11951> |  <www.maixj.net/misc/lianxu-kedao-11951>云上小悟 <www.maixj.net/misc/lianxu-kedao-11951>
5.185,Action,可导，可微，可积，连续的关系是什么？然后，它们各自的充要条件是什么？,,🤔 Issues,Safari,2018-07-31 07:42:38 +0000,,2018-07-31 07:45:35 +0000,3m,0,"可导，可微，可积，连续的关系是什么？然后，它们各自的充要条件是什么？ <https://www.zhihu.com/question/31373147> -  <https://www.zhihu.com/question/31373147>知乎 <https://www.zhihu.com/question/31373147>

- 一元函数可导与可微等价
- 连续是可导的必要条件。连续 ⬅️ 可导"
5.186,Action,例  8,,考研数学复习全书 · 数学一,Draft,2018-07-31 07:10:00 +0000,,2018-07-31 07:24:57 +0000,15m,0,"- 连续函数介值定理
- 罗尔定理"
5.187,Action,virtualenv 一旦创建就不能移动了，否则虚拟环境不起效果,,🤔 Issues,Safari,,,2018-07-30 15:59:00 +0000,10m,0,"https://virtualenv.pypa.io/en/stable/userguide/

making environments relocatable"
5.188,Action,统计 omnifocus 过往每日活跃度,,side_projects,Python,2018-07-30 15:06:00 +0000,,2018-07-30 15:49:23 +0000,43m,0,"- python, matplotlib, csv
- 统计每日完成任务的数量，做成图表"
5.189,Action,Chapter 4 Sophisticated Interactions,,Pro React Build complex front-end applications in a composable way with React - Cassio de Sousa Antonio,Mac,2018-07-30 12:56:00 +0000,,2018-07-30 14:20:55 +0000,40m,0,- 两种 CSS 动画模式：CSS Transition 和 CSS keyframe animations
5.190,Action,css 中的 transistion 如何触发和暂停？Controlling CSS Animations and Transitions with JavaScript,,🤔 Issues,Mac,2018-07-30 13:08:00 +0000,,2018-07-30 13:40:16 +0000,32m,0,"Controlling CSS Animations and Transitions with JavaScript | CSS-Tricks <https://css-tricks.com/controlling-css-animations-transitions-javascript/>

- css Transistion 被 trigger 有两种方式
- 如何暂停，js 中的 getComputedStyle
- setInterval, 圆圈动画转换百分比
- animation-play-state: paused; // running"
5.191,Action,如何拥有更好的 workflow 在 iOS 端使用 markdown 编辑和浏览笔记？,,🤔 Issues,Safari,,,2018-07-30 12:54:40 +0000,35m,0,"暂时使用 ia writer, 主要看重整体 UI 出色。但是功能性不及 Mweb。在 latex 渲染上会出错，不支持代码语法高亮。"
5.192,Action,Elevate app 训练,,🐚 English,iOS,,,2018-07-30 08:42:14 +0000,20m,0,
5.193,Action,Elevate app 训练,,🐚 English,iOS,,,2018-07-29 10:04:34 +0000,20m,0,
5.194,Action,CSS Docs | Using CSS transitions,,🤔 Issues,Mac,2018-07-29 09:20:00 +0000,,2018-07-29 09:30:08 +0000,10m,0,
5.195,Action,Animated expandable gradient sidebar (React),,codepen.io,JavaScript,2018-07-29 07:00:00 +0000,,2018-07-29 09:06:00 +0000,126m,0,
5.196,Action,例 7,,考研数学复习全书 · 数学一,Draft,2018-07-29 01:50:00 +0000,,2018-07-29 02:04:35 +0000,15m,0,柯西中值定理
5.197,Action,例 6,,考研数学复习全书 · 数学一,Draft,2018-07-29 01:30:00 +0000,,2018-07-29 01:51:44 +0000,20m,0,"拉格朗日余项泰勒公式展开
拉格朗日中值定理"
5.198,Action,Elevate app 训练,,🐚 English,iOS,,,2018-07-28 15:43:05 +0000,20m,0,
5.199,Action,Animated expandable gradient sidebar (React) | cont.,,codepen.io,JavaScript,2018-07-28 09:28:00 +0000,,2018-07-28 09:46:00 +0000,18m,0,Animated expandable gradient sidebar (React) <https://codepen.io/marijoha/pen/PKjJEO>
5.200,Action,webpack 添加 scss loader，并成功编译 scss,,🤔 Issues,Mac,2018-07-28 08:57:00 +0000,,2018-07-28 09:28:28 +0000,31m,0,
5.201,Action,Difference between .sass and .scss,,🤔 Issues,Safari,2018-07-28 08:59:39 +0000,,2018-07-28 09:01:22 +0000,2m,0,Difference between .sass and .scss | Responsive Web Design <https://responsivedesign.is/articles/difference-between-sass-and-scss/>
5.202,Action,卸载 chocolatey ，Windows 下使用包管理的模式体验并不好,,🌻 Life,Windows,,,2018-07-28 07:01:45 +0000,10m,0,
5.203,Action,重新配置 windows 下的 terminal,,🌻 Life,Windows,,,2018-07-28 06:45:54 +0000,2m,0,
5.204,Action,安装 windows 下的包管理器 chocolatey,,🌻 Life,Windows,,,2018-07-28 04:04:12 +0000,10m,0,
5.205,Action,例4，例5,,考研数学复习全书 · 数学一,Draft,,,2018-07-28 02:42:16 +0000,25m,0,
5.206,Action,Elevate app 训练,,🐚 English,iOS,,,2018-07-27 10:42:52 +0000,20m,0,
5.207,Action,Hexo dependencies 更新和 bug 修复,,🤔 Issues,Mac,2018-07-27 06:34:00 +0000,,2018-07-27 08:01:03 +0000,87m,0,
5.208,Action,在 React 中使用 `...` 是什么意思,,🤔 Issues,Safari,,,2018-07-27 03:31:57 +0000,10m,0,"template string
https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Template_literals"
5.209,Action,Chapter 3 Architecting Applications with Components,,Pro React Build complex front-end applications in a composable way with React - Cassio de Sousa Antonio,Mac,,,2018-07-26 12:47:30 +0000,64m,0,
5.210,Action,在 Menu component 中使用 context API,,side_projects,JavaScript,,,2018-07-26 11:41:32 +0000,120m,0,
5.211,Action,手动配置 webpack + babel + react 开发环境,,side_projects,Mac,,,2018-07-26 11:38:15 +0000,120m,0,
5.212,Action,Elevate app 训练,,🐚 English,iOS,,,2018-07-26 11:35:41 +0000,20m,0,
5.213,Action,Chapter 2 Inside the DOM Abstraction,,Pro React Build complex front-end applications in a composable way with React - Cassio de Sousa Antonio,Mac,,,2018-07-25 13:27:02 +0000,32m,0,
5.214,Action,Chapter 1 Getting Started ,,Pro React Build complex front-end applications in a composable way with React - Cassio de Sousa Antonio,Mac,,,2018-07-25 12:55:41 +0000,48m,0,
5.215,Action,Elevate app 训练,,🐚 English,iOS,,,2018-07-25 10:58:54 +0000,20m,0,
5.216,Action,完成 banner,,side_projects,Mac,,,2018-07-25 09:22:05 +0000,,0,
5.217,Action,标题左上布置，binnaer 内上下居中,,side_projects,Mac,,,2018-07-25 04:11:07 +0000,90m,0,
5.218,Action,Josefin Sans 字体,,side_projects,Mac,,,2018-07-25 04:11:07 +0000,10m,0,
5.219,Action,红色背景色,,side_projects,Mac,,,2018-07-25 04:11:06 +0000,30m,0,
5.220,Action,React creat-an-app,,side_projects,JavaScript,,,2018-07-25 01:54:35 +0000,3m,0,
5.221,Action,一个加密算法：core-values-encoder/index.js at master · sym233/core-values-encoder · GitHub,,🤔 Issues,Mac,2018-07-24 14:00:00 +0000,,2018-07-24 14:34:24 +0000,34m,0,https://github.com/sym233/core-values-encoder/blob/master/src/index.js
5.222,Action,7kyu | Find the stray number,,codewars.com,Java,2018-07-24 13:13:15 +0000,,2018-07-24 13:50:33 +0000,37m,0,Train: Find the stray number | Codewars <https://www.codewars.com/kata/57f609022f4d534f05000024/train/java>
5.223,Action,给 lubuntu 安装 Gnome 或 Unity,,🌻 Life,Chores,2018-07-24 10:32:33 +0000,,2018-07-24 12:28:50 +0000,,0,
5.224,Action,Elevate app 训练,,🐚 English,iOS,,,2018-07-24 12:28:46 +0000,20m,0,
5.225,Action,Chapter 3: Let’s Design a Database!,,"The Manga guide to databases - Mana Takahashi, Shoko Azuma, Trend-pro Co. ",Mac,,,2018-07-24 10:25:36 +0000,20m,0,
5.226,Action,Chapter 4 | Downloading data from an HTTP server,,Python Network Programming Cookbook ,Python,2018-07-24 07:13:00 +0000,,2018-07-24 08:56:16 +0000,103m,0,
5.227,Action,Compare Strings by Sum of Chars - 7kyu,,codewars.com,Java,2018-07-24 06:24:29 +0000,,2018-07-24 06:57:58 +0000,33m,0,Kata Stats: Compare Strings by Sum of Chars | Codewars <https://www.codewars.com/kata/compare-strings-by-sum-of-chars>
5.228,Action,python 网络编程 如何练习,,🤔 Issues,Safari,2018-07-24 03:29:00 +0000,,2018-07-24 03:59:44 +0000,30m,0,
5.229,Action,Chapter 18: RPC,,"Foundations of Python Network Programming - Brandon Rhodes,John Goerzen",Mac,2018-07-24 02:21:00 +0000,,2018-07-24 02:40:28 +0000,26m,0,
5.230,Action,"Foundations of Python Network Programming - Brandon Rhodes,John Goerzen",,"Foundations of Python Network Programming - Brandon Rhodes,John Goerzen",Mac,,,2018-07-24 02:40:00 +0000,,0,
5.231,Action,Chapter 17: FTP,,"Foundations of Python Network Programming - Brandon Rhodes,John Goerzen",Mac,,,2018-07-24 02:14:29 +0000,10m,0,
