Task ID,Type,Name,Status,Project,Context,Start Date,Due Date,Completion Date,Duration,Flagged,Notes
4.94,Action,"4 两个随机变量函数 Z=g(X, Y) 的分布",,考研数学复习全书 · 数学一,Draft,,,2018-09-01 13:06:46 +0000,56m,0,"19:50 -> 20:06
20:26"
4.95,Action,3 二维均匀分布和二维正态分布,,考研数学复习全书 · 数学一,Draft,,,2018-09-01 09:00:52 +0000,,0,16:47
4.96,Action,Elevate app 训练,,🐚 English,iOS,,,2018-09-01 08:01:57 +0000,20m,0,
4.97,Action,2 随机变量的独立性,,考研数学复习全书 · 数学一,Draft,,,2018-09-01 06:58:41 +0000,44m,0,14:14
4.98,Action,1 二维随机变量及其分布,,考研数学复习全书 · 数学一,Draft,,,2018-09-01 06:08:36 +0000,32m,0,13:36
4.99,Action,Getting along with Integer Partitions - 4kyu,,codewars.com,JavaScript,2018-09-01 01:44:00 +0000,,2018-09-01 02:57:00 +0000,72m,0,
4.100,Action,ポンポと 1 場所を表す助詞①,,🐚 Japanese 日本語,Mac,2018-08-31 14:44:00 +0000,,2018-08-31 15:30:48 +0000,46m,0,
4.101,Action,Getting along with Integer Partitions - 4kyu | cont.,,codewars.com,JavaScript,2018-08-31 11:54:00 +0000,,2018-08-31 14:05:00 +0000,131m,0,"https://www.codewars.com/kata/getting-along-with-integer-partitions/javascript

https://www.geeksforgeeks.org/generate-unique-partitions-of-an-integer/ <https://www.codewars.com/kata/getting-along-with-integer-partitions/javascript>"
4.102,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-31 07:48:40 +0000,20m,0,
4.103,Action,第二章 随机变量及其概率分布,,考研数学复习全书 · 数学一,Draft,,2018-08-31 15:00:00 +0000,2018-08-31 05:27:24 +0000,,0,
4.104,Action,4 随机变量函数的分布,,考研数学复习全书 · 数学一,Draft,,,2018-08-31 05:27:23 +0000,11m,0,13:16
4.105,Action,3 常用分布,,考研数学复习全书 · 数学一,Draft,,,2018-08-31 03:47:12 +0000,19m,0,11:28
4.106,Action,2 离散型随机变量和连续型随机变量,,考研数学复习全书 · 数学一,Draft,,,2018-08-31 03:00:51 +0000,9m,0,10:51
4.107,Action,1 随机变量及其函数分布,,考研数学复习全书 · 数学一,Draft,,,2018-08-31 02:34:26 +0000,8m,0,10:26
4.108,Action,第一章 随机事件和概率,,考研数学复习全书 · 数学一,Draft,,2018-08-30 15:00:00 +0000,2018-08-30 15:04:36 +0000,,0,
4.109,Action,3 古典概率模型与伯努利概率模型,,考研数学复习全书 · 数学一,Draft,,,2018-08-30 15:04:34 +0000,19m,0,
4.110,Action,2 概率，条件概率，独立性和五大公式,,考研数学复习全书 · 数学一,Draft,,,2018-08-30 14:45:45 +0000,34m,0,22:11
4.111,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-30 12:50:29 +0000,20m,0,
4.112,Action,1 事件，样本空间，事件间关系和运算,,考研数学复习全书 · 数学一,Draft,2018-08-30 03:43:00 +0000,,2018-08-30 04:41:20 +0000,58m,0,
4.113,Action,Elevate 邮箱修改,,🌻 Life,Email,,,2018-08-29 08:52:36 +0000,,0,
4.114,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-29 08:51:56 +0000,20m,0,
4.115,Action,把一个二次型化为标准型，和把一个矩阵正交化，之间的联系区分？,,🤔 Issues,Safari,2018-08-29 04:01:00 +0000,,2018-08-29 04:29:44 +0000,28m,0,"相同点：都需要求特征向量

化标准型：
- 得到的特征向量需要进行 Schmidt 正交化过程

对角化：
- 只需到得到特征向量组成的矩阵即可

原因，在二次型表达式涉及到 transpose, 而正交阵的 transpose 等于 inversion，所以只有化成正交阵才能得到对角阵。注意化 Schimit 正交化过程是一个线性变化，不改变 
Aα = λα 这个式子"
4.116,Action,为什么不同特征值对应的特征向量自动正交？ 需要前提是对称阵,,🤔 Issues,Safari,2018-08-29 03:39:00 +0000,,2018-08-29 03:43:48 +0000,4m,0,"https://math.stackexchange.com/questions/1480427/why-are-eigenvectors-of-an-orthogonal-matrix-with-respect-to-different-eigenvalu

https://math.stackexchange.com/questions/1059440/condition-of-orthogonal-eigenvectors <https://math.stackexchange.com/questions/1480427/why-are-eigenvectors-of-an-orthogonal-matrix-with-respect-to-different-eigenvalu>


这个命题有个前提，是矩阵本身是正交矩阵，错了，更宽泛的说，只要矩阵是对称阵，特征值就是实数，特征向量正交。

https://math.stackexchange.com/questions/142645/orthogonal-eigenvectors

http://www.wikiwand.com/zh/ <https://math.stackexchange.com/questions/142645/orthogonal-eigenvectors>對稱矩陣 <https://math.stackexchange.com/questions/142645/orthogonal-eigenvectors>"
4.117,Action,Elevate 密码修改,,🌻 Life,Email,,,2018-08-28 23:40:05 +0000,,0,
4.118,Action,第六章 二次型,,考研数学复习全书 · 数学一,Draft,,2018-08-28 15:00:00 +0000,2018-08-28 13:34:55 +0000,,0,
4.119,Action,六、其他题目,,考研数学复习全书 · 数学一,Draft,,,2018-08-28 13:34:55 +0000,26m,0,21:08
4.120,Action,五、正定二次型证明,,考研数学复习全书 · 数学一,Draft,,,2018-08-28 11:04:57 +0000,16m,0,
4.121,Action,四、正定型判别,,考研数学复习全书 · 数学一,Draft,2018-08-28 10:15:00 +0000,,2018-08-28 10:48:52 +0000,33m,0,
4.122,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-28 10:06:23 +0000,20m,0,
4.123,Action,三、合同矩阵、合同二次型,,考研数学复习全书 · 数学一,Draft,,,2018-08-28 08:55:13 +0000,18m,0,
4.124,Action,二、化二次型为标准型,,考研数学复习全书 · 数学一,Draft,,,2018-08-28 08:37:40 +0000,23m,0,16:14
4.125,Action,一、二次型的矩阵表示,,考研数学复习全书 · 数学一,Draft,,,2018-08-28 07:41:17 +0000,3m,0,15:38
4.126,Action,证明：为什么矩阵的K重特征值至多有K个线性无关的特征向量？,,🤔 Issues,Safari,2018-08-28 03:09:00 +0000,,2018-08-28 04:53:30 +0000,104m,1,"感性理解就是先把 A 设成对角阵，对角线上有 r 个特征值相同，再观察 |A-λE|

https://www.zhihu.com/question/22548386/answer/25803118"
4.127,Action,相似对角化为什么用到了特征向量组成的矩阵？化成的对角阵刚好是特征值。,,🤔 Issues,Safari,2018-08-28 02:15:00 +0000,,2018-08-28 03:09:25 +0000,54m,0,"1. A 有 n 个线性无关特征向量，对应特征向量组成的矩阵 P 可逆。

https://math.stackexchange.com/questions/696327/proof-of-eigenvectors-corresponding-to-different-eigenvalues-are-linearly-indep"
4.128,Action,Schmidt 正交化推导以及正交阵逆矩阵,,🤔 Issues,Safari,2018-08-28 01:31:00 +0000,,2018-08-28 02:12:30 +0000,41m,0,"http://www.wikiwand.com/en/Gram–Schmidt_process <www.wikiwand.com/en/Gram%E2%80%93Schmidt_process>

https://math.stackexchange.com/questions/2145611/inverse-of-an-orthogonal-matrix-is-its-transpose <www.wikiwand.com/en/Gram%E2%80%93Schmidt_process>

两两正交之后一定要单位化才行"
4.129,Action,1+x^n 及 1-x^n 因式分解,,🤔 Issues,Safari,2018-08-27 15:22:00 +0000,,2018-08-27 15:31:12 +0000,9m,0,
4.130,Action,第五章 特征值，特征向量，相似矩阵,,考研数学复习全书 · 数学一,Draft,,2018-08-27 15:00:00 +0000,2018-08-27 13:40:32 +0000,,0,
4.131,Action,八、相似对角阵的应用,,考研数学复习全书 · 数学一,Draft,,,2018-08-27 13:40:31 +0000,24m,0,
4.132,Action,七、矩阵相似及相似标准型,,考研数学复习全书 · 数学一,Draft,,,2018-08-27 13:16:54 +0000,21m,0,
4.133,Action,六、由特征值，特征向量反求 A,,考研数学复习全书 · 数学一,Draft,,,2018-08-27 12:55:48 +0000,5m,0,
4.134,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-27 12:50:08 +0000,20m,0,
4.135,Action,五、利用特征值，特征向量，相似矩阵确定参数,,考研数学复习全书 · 数学一,Draft,,,2018-08-27 12:50:01 +0000,7m,0,20:43
4.136,Action,四、矩阵是否相似与对角阵的判别,,考研数学复习全书 · 数学一,Draft,,,2018-08-27 10:13:20 +0000,27m,0,
4.137,Action,三、关于特征向量,,考研数学复习全书 · 数学一,Draft,,,2018-08-27 09:46:17 +0000,12m,0,
4.138,Action,二、两个矩阵有相同特征值证明,,考研数学复习全书 · 数学一,Draft,,,2018-08-27 09:34:28 +0000,11m,0,
4.139,Action,一、特征值，特征向量求法,,考研数学复习全书 · 数学一,Draft,,,2018-08-27 09:23:50 +0000,22m,0,17:01
4.140,Action,相似矩阵理解，相关定理推导,,🤔 Issues,Safari,2018-08-27 06:30:00 +0000,,2018-08-27 08:19:56 +0000,109m,0,
4.141,Action,矩阵的秩 rank 意义？,,数学归纳总结,Safari,,,2018-08-26 14:45:03 +0000,,0,
4.142,Action,第四章 线性方程组,,考研数学复习全书 · 数学一,Draft,,2018-08-26 15:00:00 +0000,2018-08-26 13:35:16 +0000,,0,
4.143,Action,八、线性方程组其他题目,,考研数学复习全书 · 数学一,Draft,,,2018-08-26 13:35:15 +0000,,0,
4.144,Action,七、同解方程组,,考研数学复习全书 · 数学一,Draft,,,2018-08-26 13:19:09 +0000,21m,0,
4.145,Action,六、两个方程组公共解,,考研数学复习全书 · 数学一,Draft,,,2018-08-26 12:58:00 +0000,18m,0,20:40
4.146,Action,五、系数矩阵列向量与解向量,,考研数学复习全书 · 数学一,Draft,,,2018-08-26 11:01:10 +0000,14m,0,
4.147,Action,四、Ax = 0 行向量与解向量,,考研数学复习全书 · 数学一,Draft,,,2018-08-26 10:47:50 +0000,9m,0,
4.148,Action,三、基础解系,,考研数学复习全书 · 数学一,Draft,,,2018-08-26 10:38:58 +0000,14m,0,18:24
4.149,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-26 09:44:34 +0000,20m,0,
4.150,Action,二、线性方程组求解,,考研数学复习全书 · 数学一,Draft,,,2018-08-26 08:44:53 +0000,57m,0,15:47
4.151,Action,一、线性方程组的基本概念题,,考研数学复习全书 · 数学一,Draft,,,2018-08-26 07:13:20 +0000,43m,0,14:30 ->
4.152,Action,math overflow 上另一个关于 det(AB) = det(A)det(B) 的证明，更优雅,,🤔 Issues,Safari,2018-08-26 02:00:00 +0000,,2018-08-26 02:56:53 +0000,56m,0,
4.153,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-25 14:49:35 +0000,20m,0,
4.154,Action,第三章 向量,,考研数学复习全书 · 数学一,Draft,,2018-08-25 15:00:00 +0000,2018-08-25 14:08:33 +0000,,0,
4.155,Action,六、向量空间,,考研数学复习全书 · 数学一,Draft,,,2018-08-25 14:08:32 +0000,31m,0,
4.156,Action,五、正交化，正交矩阵,,考研数学复习全书 · 数学一,Draft,,,2018-08-25 13:37:54 +0000,13m,0,
4.157,Action,四、秩与极大线性无关组,,考研数学复习全书 · 数学一,Draft,,,2018-08-25 13:24:22 +0000,34m,0,20:50
4.158,Action,三、线性相关与线性无关的证明,,考研数学复习全书 · 数学一,Draft,,,2018-08-25 12:44:39 +0000,37m,0,20:07
4.159,Action,二、向量的线性表示,,考研数学复习全书 · 数学一,Draft,,,2018-08-25 10:13:04 +0000,41m,0,
4.160,Action,一、线性相关的判别,,考研数学复习全书 · 数学一,Draft,,,2018-08-25 09:32:38 +0000,18m,0,17:14
4.161,Action,关于行列式、矩阵、向量之间关系的思维导图绘制,,数学归纳总结,Mac,2018-08-25 03:39:00 +0000,,2018-08-25 06:09:13 +0000,63m,0,"-> 12:14
13:41 ->"
4.162,Action,行列式中逆序数 inversion number 的由来,,🤔 Issues,Safari,2018-08-25 03:00:00 +0000,,2018-08-25 03:15:35 +0000,15m,0,"一个猜想：来自行列式本身的加法定义，以及换行换列会变换符号的这个性质。

如果把行列式看作定义的一个 n 阶方阵映射到实数的一个函数，加法，换行换列变号这些性质是人为规定的。以此得到行列式的计算推导。

加法，换行换列变号 ➡️ 逆序数 ➡️ 可降阶"
4.163,Action,行列式为什么是可降阶的,,🤔 Issues,Safari,2018-08-25 02:00:00 +0000,,2018-08-25 02:30:00 +0000,30m,0,由逆序数计算的定义推导而来，就是提取公因子。
4.164,Action,自动修改 stack overflow 页面 css 样式以适应 A4 打印为,,side_projects,JavaScript,2018-08-24 14:34:00 +0000,,2018-08-24 15:03:32 +0000,29m,0,
4.165,Action,如何更好的保存 stack exchange 上有关数学的讨论？,,🤔 Issues,Safari,2018-08-24 13:13:00 +0000,,2018-08-24 14:20:04 +0000,67m,0,通过 javascript 修改页面 css 版式，隐藏不必要元素。然后用浏览器自带的 print to pdf 保存。
4.166,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-24 12:53:36 +0000,20m,0,
4.167,Action,matrix 中 有关 rank 的定理推导和理解,,🤔 Issues,Safari,2018-08-24 02:06:00 +0000,,2018-08-24 04:28:01 +0000,142m,0,
4.168,Action,第二章 矩阵,,考研数学复习全书 · 数学一,Draft,,,2018-08-23 15:02:18 +0000,,0,
4.169,Action,六、矩阵秩的计算,,考研数学复习全书 · 数学一,Draft,2018-08-23 14:27:00 +0000,,2018-08-23 15:02:14 +0000,35m,0,
4.170,Action,五、初等变换，初等矩阵,,考研数学复习全书 · 数学一,Draft,,,2018-08-23 13:41:05 +0000,18m,0,21:23
4.171,Action,四、可逆矩阵的相关问题,,考研数学复习全书 · 数学一,Draft,,,2018-08-23 13:16:35 +0000,33m,0,20:43
4.172,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-23 10:37:01 +0000,40m,0,
4.173,Action,第 1 章 绪论,,数据结构考研复习指导,Draft,2018-08-23 06:30:00 +0000,,2018-08-23 08:03:35 +0000,93m,0,
4.174,Action,三、伴随矩阵的相关问题,,考研数学复习全书 · 数学一,Draft,2018-08-23 03:22:00 +0000,,2018-08-23 04:33:53 +0000,71m,0,
4.175,Action,伴随矩阵理解,,🤔 Issues,Safari,2018-08-23 02:58:00 +0000,,2018-08-23 03:22:13 +0000,24m,0,伴随矩阵是为了求解逆矩阵特意构造出来的。
4.176,Action,找一个可以德国账号来接收转账,,🌻 Life,Chores,,,2018-08-23 00:48:07 +0000,,0,
4.177,Action,给 @Popelka 和 @Sabina 回邮件,,🌻 Life,Chores,2018-08-22 16:23:00 +0000,,2018-08-22 16:41:00 +0000,18m,0,
4.178,Action,询问给 popelka 转账进度,,🌻 Life,Email,,,2018-08-22 16:19:53 +0000,,0,
4.179,Action,使用 mapplotlib 制作 cumulative flow chart,,side_projects,Python,2018-08-22 13:16:00 +0000,,2018-08-22 15:44:56 +0000,148m,0,
4.180,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-22 11:33:02 +0000,20m,0,
4.181,Action,二、特殊方阵的幂,,考研数学复习全书 · 数学一,Draft,2018-08-22 10:00:00 +0000,,2018-08-22 10:18:30 +0000,18m,0,
4.182,Action,一、矩阵的概念及运算,,考研数学复习全书 · 数学一,Draft,,,2018-08-22 09:03:47 +0000,10m,0,16:53 ->
4.183,Action,det(AB) = det(A)det(B) 证明！,,🤔 Issues,Safari,2018-08-22 04:14:00 +0000,,2018-08-22 06:55:35 +0000,54m,0,"-> 12:24
14:11 ->"
4.184,Action,Cramer's rule 证明！,,🤔 Issues,Safari,2018-08-22 01:02:00 +0000,,2018-08-22 02:10:24 +0000,68m,0,
5,Within the last 3 months
5.1,Action,爬虫爬取 matrix67 上面的文章标题制作目录,,side_projects,Python,2018-08-21 12:40:00 +0000,,2018-08-21 15:20:56 +0000,160m,0,
5.2,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-21 11:17:04 +0000,20m,0,
5.3,Action,了解 docker 究竟是干什么的，怎么用?,,🤔 Issues,Safari,,,2018-08-21 04:30:59 +0000,30m,0,"类似虚拟机，轻量级虚拟化服务

https://www.bilibili.com/video/av17854410/ <https://www.bilibili.com/video/av17854410/?p=8>"
5.4,Action,python 的 virtualenv 是不是不能虚拟 brew 安装的包，那么 brew 安装的包如何虚拟环境呢?,,🤔 Issues,Safari,,,2018-08-20 15:49:44 +0000,30m,0,"https://stackoverflow.com/questions/25701133/how-to-tell-homebrew-to-install-inside-virtualenv


使用 docker"
5.5,Action,pycairo 这个在 virtualenv 下到底能不能装? 😤,,🤔 Issues,Safari,2018-08-20 10:21:00 +0000,,2018-08-20 11:29:21 +0000,68m,0,"能装，需要先装 cairo 
`brew install cairo`

再安装 `brew install ffmpeg`

manim 这个项目运行成功"
5.6,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-20 10:21:21 +0000,20m,0,
5.7,Action,第一章 行列式,,考研数学复习全书 · 数学一,Draft,,,2018-08-20 06:44:21 +0000,,0,
5.8,Action,四、关于代数余子式求和,,考研数学复习全书 · 数学一,Draft,2018-08-20 06:00:00 +0000,,2018-08-20 06:43:45 +0000,43m,0,
5.9,Action,三、行列式 |A| 是否为 0 判定,,考研数学复习全书 · 数学一,Draft,,,2018-08-20 05:45:40 +0000,15m,0,13:30
5.10,Action,行列式性质总结,,数学归纳总结,Mac,2018-08-20 04:16:00 +0000,,2018-08-20 04:42:11 +0000,26m,0,
5.11,Action,二、抽象型行列式计算,,考研数学复习全书 · 数学一,Draft,,,2018-08-20 03:47:26 +0000,,0,11:25
5.12,Action,Base64 Encoding - 5kyu,,codewars.com,Python,2018-08-19 14:54:00 +0000,,2018-08-19 16:24:57 +0000,91m,0,Kata Stats: Base64 Encoding | Codewars <https://www.codewars.com/kata/base64-encoding>
5.13,Action,一、数字型行列式计算,,考研数学复习全书 · 数学一,Draft,2018-08-19 13:40:00 +0000,,2018-08-19 14:19:02 +0000,39m,0,
5.14,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-19 13:10:54 +0000,20m,0,
5.15,Action,行列式、矩阵、向量的关系？,,🤔 Issues,Safari,2018-08-19 05:33:00 +0000,,2018-08-19 08:51:31 +0000,168m,0,"13:33 -> 13:47
14:17 -> 16:51

https://www.bilibili.com/video/av6731067/?p=15

https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw"
5.16,Action,1.1 计算机网络概述,,计算机网络考研复习指导,Draft,2018-08-19 01:30:00 +0000,,2018-08-19 02:55:40 +0000,85m,0,
5.17,Action,第八章 微分方程,,考研数学复习全书 · 数学一,Draft,,,2018-08-18 12:04:54 +0000,,0,
5.18,Action,3 微分方程的应用,,考研数学复习全书 · 数学一,Draft,,2018-08-18 15:00:00 +0000,2018-08-18 12:04:42 +0000,,0,
5.19,Action,四、微元法建立微分方程,,考研数学复习全书 · 数学一,Draft,,,2018-08-18 12:04:41 +0000,4m,0,
5.20,Action,三、牛顿第二定律或运动等问题,,考研数学复习全书 · 数学一,Draft,,,2018-08-18 12:00:54 +0000,5m,0,
5.21,Action,二、变化率问题,,考研数学复习全书 · 数学一,Draft,,,2018-08-18 11:55:33 +0000,7m,0,
5.22,Action,一、几何问题,,考研数学复习全书 · 数学一,Draft,2018-08-18 11:40:00 +0000,,2018-08-18 11:48:06 +0000,8m,0,19:40
5.23,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-18 11:33:25 +0000,20m,0,
5.24,Action,2 二阶及高阶线性微分方程,,考研数学复习全书 · 数学一,Draft,,2018-08-18 15:00:00 +0000,2018-08-18 10:17:54 +0000,,0,
5.25,Action,八、积分方程，偏微分方程化为常微分方程求解,,考研数学复习全书 · 数学一,Draft,,,2018-08-18 10:17:52 +0000,13m,0,
5.26,Action,七、欧拉方程求解,,考研数学复习全书 · 数学一,Draft,,,2018-08-18 10:04:04 +0000,5m,0,
5.27,Action,六、一般二阶线性非齐次微分方程的解与对应齐次方程的解的关系,,考研数学复习全书 · 数学一,Draft,,,2018-08-18 09:59:53 +0000,10m,0,
5.28,Action,五、已知方程的解求方程,,考研数学复习全书 · 数学一,Draft,,,2018-08-18 09:49:35 +0000,22m,0,
5.29,Action,四、写出常系数线性非齐次方程的特解形式,,考研数学复习全书 · 数学一,Draft,,,2018-08-18 09:27:22 +0000,6m,0,
5.30,Action,三、自由项为分段函数或含有绝对值号的非齐次线性微分方程求解,,考研数学复习全书 · 数学一,Draft,,,2018-08-18 09:21:55 +0000,1m,0,
5.31,Action,二、用变量代换解微分方程,,考研数学复习全书 · 数学一,Draft,,,2018-08-18 09:20:50 +0000,27m,0,17:11
5.32,Action,一、识别类型，对号入座，按类型求解,,考研数学复习全书 · 数学一,Draft,2018-08-18 08:34:00 +0000,,2018-08-18 08:53:38 +0000,19m,0,16:34
5.33,Action,n 次微分方程为什么一定有 n 个线性无关解？,,🤔 Issues,Safari,2018-08-18 07:25:00 +0000,,2018-08-18 08:26:16 +0000,61m,0,"https://math.stackexchange.com/questions/2191485/must-any-nth-order-homogeneous-ode-have-n-solutions

https://math.stackexchange.com/questions/674005/name-of-theorem-which-says-there-are-n-solutions-to-an-nth-order-homogeneous-ode

http://www.wikiwand.com/en/Superposition_principle

https://math.stackexchange.com/questions/1089286/an-nth-order-ode-has-n-linearly-independent-solutions"
5.34,Action,特征方程在微分方程的使用，以及它究竟怎么来的？,,🤔 Issues,Safari,2018-08-18 02:00:00 +0000,,2018-08-18 04:12:08 +0000,132m,0,"https://www.youtube.com/watch?v=6xEO4BeawzA&frags=pl%2Cwn <https://www.khanacademy.org/math/differential-equations/second-order-differential-equations/complex-roots-characteristic-equation/v/complex-roots-of-the-characteristic-equations-2>

https://www.youtube.com/watch?v=jJyRrIZ595c&frags=pl%2Cwn <https://www.khanacademy.org/math/differential-equations/second-order-differential-equations/complex-roots-characteristic-equation/v/complex-roots-of-the-characteristic-equations-2>

http://www.wikiwand.com/en/Characteristic_equation_(calculus)

https://www.youtube.com/watch?v=NW9JfMvIsxw&t=423s&frags=pl%2Cwn"
5.35,Action,1 微分方程概念，一阶与可降阶的二阶微分方程的解法,,考研数学复习全书 · 数学一,Draft,,,2018-08-17 15:09:13 +0000,,0,
5.36,Action,六、与微分方程的解的一些有关问题讨论,,考研数学复习全书 · 数学一,Draft,,,2018-08-17 15:09:11 +0000,,0,22:48
5.37,Action,五、某些很特殊的函数方程化为微分方程求解,,考研数学复习全书 · 数学一,Draft,,,2018-08-17 14:40:37 +0000,,0,22:37
5.38,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-17 12:14:30 +0000,20m,0,
5.39,Action,四、偏微分方程化为常微分方程求解,,考研数学复习全书 · 数学一,Draft,,,2018-08-17 11:16:09 +0000,20m,0,18:16
5.40,Action,三、积分方程化为微分方程求解,,考研数学复习全书 · 数学一,Draft,,,2018-08-17 09:47:07 +0000,21m,0,
5.41,Action,二、与全微分方程有关，路径无关的问题,,考研数学复习全书 · 数学一,Draft,,,2018-08-17 09:26:26 +0000,19m,0,
5.42,Action,一、识别类型，对号入座，按类型求解，基本题,,考研数学复习全书 · 数学一,Draft,,,2018-08-17 09:07:16 +0000,22m,0,16:45 ->
5.43,Action,寻找 SublimeREPL 在 VS code 上的实现方案,,🤔 Issues,Safari,2018-08-17 06:52:00 +0000,,2018-08-17 07:34:24 +0000,42m,0,找到了一个插件: https://marketplace.visualstudio.com/items?itemName=Piping.repl-dev
5.44,Action,折腾配置 vs code,,🤔 Issues,Mac,2018-08-17 02:24:00 +0000,,2018-08-17 06:52:04 +0000,136m,0,"-> 11:40
13:52 ->"
5.45,Action,第七章 无穷级数,,考研数学复习全书 · 数学一,Draft,,,2018-08-16 14:51:41 +0000,,0,
5.46,Action,3 傅里叶级数,,考研数学复习全书 · 数学一,Draft,,2018-08-16 15:00:00 +0000,2018-08-16 14:51:33 +0000,,0,
5.47,Action,二、将函数展开为傅里叶级数,,考研数学复习全书 · 数学一,Draft,2018-08-16 14:29:00 +0000,,2018-08-16 14:51:31 +0000,22m,0,
5.48,Action,一、有关收敛定理的问题,,考研数学复习全书 · 数学一,Draft,2018-08-16 14:10:00 +0000,,2018-08-16 14:29:33 +0000,19m,0,
5.49,Action,2 幂级数,,考研数学复习全书 · 数学一,Draft,,2018-08-16 15:00:00 +0000,2018-08-16 14:10:53 +0000,,0,
5.50,Action,三、级数求和,,考研数学复习全书 · 数学一,Draft,2018-08-16 12:15:00 +0000,,2018-08-16 14:10:51 +0000,115m,0,20:15 ->
5.51,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-16 10:37:27 +0000,20m,0,
5.52,Action,二、将函数展开为幂级数,,考研数学复习全书 · 数学一,Draft,,,2018-08-16 10:16:45 +0000,55m,0,17:21 -> 18:16
5.53,Action,一、求幂级数的收敛域,,考研数学复习全书 · 数学一,Draft,,,2018-08-16 08:58:34 +0000,18m,0,16:40 -> 16:58
5.54,Action,统一 mac 端和移动端的数学笔记浏览体验,,🌻 Life,iOS,2018-08-16 05:40:00 +0000,,2018-08-16 07:34:14 +0000,114m,0,"mac 端 typora。
移动端 ia writer

移动端改用 mweb 了。"
5.55,Action,1 常数项级数,,考研数学复习全书 · 数学一,Draft,,,2018-08-15 14:51:31 +0000,,0,
5.56,Action,四、有关常数项级数的证明题和综合题,,考研数学复习全书 · 数学一,Draft,2018-08-15 13:48:00 +0000,,2018-08-15 14:51:29 +0000,63m,0,21:48 -> 22:51
5.57,Action,莱布尼兹准则判断交错级数,,数学归纳总结,Safari,,,2018-08-15 13:28:32 +0000,10m,0,
5.58,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-15 11:04:20 +0000,20m,0,
5.59,Action,三、任意项级数敛散性判定,,考研数学复习全书 · 数学一,Draft,2018-08-14 08:44:00 +0000,,2018-08-14 09:42:58 +0000,58m,0,16:44 ->
5.60,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-14 07:40:47 +0000,20m,0,
5.61,Action,二、交错级数敛散性判定,,考研数学复习全书 · 数学一,Draft,,,2018-08-14 07:31:08 +0000,23m,0,
5.62,Action,一、正项级数敛散性判定,,考研数学复习全书 · 数学一,Draft,,,2018-08-14 07:08:32 +0000,88m,0,"10:29 -> 11:16
14:27 -> 15:08"
5.63,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-13 09:33:29 +0000,20m,0,
5.64,Action,第六章 多元函数积分学,,考研数学复习全书 · 数学一,Draft,,,2018-08-13 07:42:21 +0000,,0,
5.65,Action,5 多元积分的应用,,考研数学复习全书 · 数学一,Draft,,,2018-08-13 07:42:20 +0000,,0,
5.66,Action,二、求物理量,,考研数学复习全书 · 数学一,Draft,2018-08-13 07:03:00 +0000,,2018-08-13 07:42:19 +0000,39m,0,
5.67,Action,一、几何应用,,考研数学复习全书 · 数学一,Draft,2018-08-13 06:40:00 +0000,,2018-08-13 07:03:12 +0000,23m,0,
5.68,Action,4 场论初步,,考研数学复习全书 · 数学一,Draft,,,2018-08-13 06:31:26 +0000,,0,
5.69,Action,一、梯度，旋度，散度的计算,,考研数学复习全书 · 数学一,Draft,2018-08-13 06:25:00 +0000,,2018-08-13 06:31:24 +0000,6m,0,14:25 ->
5.70,Action,3 曲面积分,,考研数学复习全书 · 数学一,Draft,,2018-08-11 15:00:00 +0000,2018-08-12 16:33:59 +0000,,0,
5.71,Action,二、对坐标的面积分,,考研数学复习全书 · 数学一,Draft,,,2018-08-12 16:33:56 +0000,90m,0,"22:02 -> 22:50
23:51 -> 00:33"
5.72,Action,Divergence Theorem 证明,,数学归纳总结,Safari,2018-08-12 14:54:00 +0000,,2018-08-12 15:08:17 +0000,14m,0,印象上很好看出来，拿 dydz 举例，就是沿 x 轴方向，前面的值减去后面的值，这个差值可以用导数积分代替。
5.73,Action,Elevate app 训练,,🐚 English,iOS,,,2018-08-12 13:57:30 +0000,20m,0,
5.74,Action,一、对面积的面积分,,考研数学复习全书 · 数学一,Draft,,,2018-08-12 13:42:35 +0000,,0,21:17 -> 21:42
5.75,Action,typora export to Evernote with style ,,🤔 Issues,Mac,,,2018-08-12 10:54:20 +0000,30m,0,"解决方案：
创建一个 local server, typora 导出为 html，然后 serve 这个 html 文件，在浏览器里使用「剪藏」插件进行保存。"
